0,1,2,3,4,5,6
2021-05-03T09:15:00+0530,14481.05,14482.3,14433.4,14460.3,0,0
2021-05-03T09:16:00+0530,14460.75,14471.9,14439.65,14445.0,0,0
2021-05-03T09:17:00+0530,14442.65,14442.65,14417.65,14439.7,0,0
2021-05-03T09:18:00+0530,14439.7,14461.75,14439.7,14461.75,0,0
2021-05-03T09:19:00+0530,14460.75,14482.25,14454.95,14481.7,0,0
2021-05-03T09:20:00+0530,14482.4,14482.4,14450.6,14452.0,0,0
2021-05-03T09:21:00+0530,14453.6,14470.0,14451.15,14464.1,0,0
2021-05-03T09:22:00+0530,14464.15,14485.9,14462.05,14485.35,0,0
2021-05-03T09:23:00+0530,14484.75,14499.2,14480.2,14497.95,0,0
2021-05-03T09:24:00+0530,14496.8,14503.55,14483.5,14501.8,0,0
2021-05-03T09:25:00+0530,14502.9,14502.9,14483.1,14496.1,0,0
2021-05-03T09:26:00+0530,14496.8,14500.15,14482.6,14496.2,0,0
2021-05-03T09:27:00+0530,14496.7,14516.5,14493.1,14512.6,0,0
2021-05-03T09:28:00+0530,14511.9,14518.7,14498.25,14518.1,0,0
2021-05-03T09:29:00+0530,14518.65,14530.75,14509.25,14525.5,0,0
2021-05-03T09:30:00+0530,14525.45,14527.95,14514.8,14525.4,0,0
2021-05-03T09:31:00+0530,14523.75,14523.75,14511.8,14512.2,0,0
2021-05-03T09:32:00+0530,14511.7,14515.15,14502.05,14510.4,0,0
2021-05-03T09:33:00+0530,14508.7,14518.05,14506.15,14508.8,0,0
2021-05-03T09:34:00+0530,14507.25,14516.3,14505.4,14512.8,0,0
2021-05-03T09:35:00+0530,14511.9,14513.95,14494.5,14495.05,0,0
2021-05-03T09:36:00+0530,14497.4,14509.4,14492.65,14506.4,0,0
2021-05-03T09:37:00+0530,14506.1,14518.5,14504.6,14518.5,0,0
2021-05-03T09:38:00+0530,14517.95,14517.95,14508.35,14514.85,0,0
2021-05-03T09:39:00+0530,14516.65,14519.45,14507.9,14518.6,0,0
2021-05-03T09:40:00+0530,14518.85,14532.1,14515.5,14531.55,0,0
2021-05-03T09:41:00+0530,14532.05,14538.95,14529.35,14537.95,0,0
2021-05-03T09:42:00+0530,14538.1,14547.65,14538.1,14546.0,0,0
2021-05-03T09:43:00+0530,14546.55,14547.3,14540.3,14546.2,0,0
2021-05-03T09:44:00+0530,14546.5,14547.65,14537.35,14545.45,0,0
2021-05-03T09:45:00+0530,14545.55,14548.45,14539.25,14543.95,0,0
2021-05-03T09:46:00+0530,14542.7,14548.7,14540.45,14543.5,0,0
2021-05-03T09:47:00+0530,14542.85,14542.85,14534.0,14538.8,0,0
2021-05-03T09:48:00+0530,14537.9,14561.2,14535.9,14559.25,0,0
2021-05-03T09:49:00+0530,14559.25,14559.3,14548.05,14552.05,0,0
2021-05-03T09:50:00+0530,14553.55,14556.15,14549.05,14550.45,0,0
2021-05-03T09:51:00+0530,14550.9,14558.1,14550.0,14552.85,0,0
2021-05-03T09:52:00+0530,14554.25,14554.25,14546.1,14549.95,0,0
2021-05-03T09:53:00+0530,14550.55,14555.5,14545.7,14547.15,0,0
2021-05-03T09:54:00+0530,14546.05,14556.7,14542.8,14549.85,0,0
2021-05-03T09:55:00+0530,14550.0,14551.9,14531.9,14538.75,0,0
2021-05-03T09:56:00+0530,14539.2,14552.45,14538.15,14550.6,0,0
2021-05-03T09:57:00+0530,14550.95,14552.5,14546.8,14551.3,0,0
2021-05-03T09:58:00+0530,14552.15,14557.55,14551.2,14553.8,0,0
2021-05-03T09:59:00+0530,14553.7,14554.6,14543.45,14544.4,0,0
2021-05-03T10:00:00+0530,14545.1,14554.35,14542.2,14553.3,0,0
2021-05-03T10:01:00+0530,14553.7,14555.2,14549.8,14552.25,0,0
2021-05-03T10:02:00+0530,14551.4,14552.45,14545.9,14550.5,0,0
2021-05-03T10:03:00+0530,14550.45,14553.65,14545.15,14545.15,0,0
2021-05-03T10:04:00+0530,14544.5,14547.4,14539.7,14540.35,0,0
2021-05-03T10:05:00+0530,14540.65,14551.05,14539.55,14548.15,0,0
2021-05-03T10:06:00+0530,14547.75,14550.85,14546.4,14546.9,0,0
2021-05-03T10:07:00+0530,14546.4,14549.45,14543.3,14543.5,0,0
2021-05-03T10:08:00+0530,14543.55,14545.15,14527.4,14529.6,0,0
2021-05-03T10:09:00+0530,14529.55,14537.45,14527.35,14533.6,0,0
2021-05-03T10:10:00+0530,14533.75,14534.3,14527.75,14531.65,0,0
2021-05-03T10:11:00+0530,14532.0,14539.95,14531.2,14531.75,0,0
2021-05-03T10:12:00+0530,14531.6,14544.5,14530.55,14539.5,0,0
2021-05-03T10:13:00+0530,14539.15,14546.25,14538.1,14543.85,0,0
2021-05-03T10:14:00+0530,14544.1,14546.85,14540.4,14542.95,0,0
2021-05-03T10:15:00+0530,14543.05,14543.75,14540.2,14542.2,0,0
2021-05-03T10:16:00+0530,14542.85,14551.6,14542.85,14549.4,0,0
2021-05-03T10:17:00+0530,14549.35,14549.9,14545.1,14547.95,0,0
2021-05-03T10:18:00+0530,14547.05,14547.3,14535.8,14535.8,0,0
2021-05-03T10:19:00+0530,14536.0,14536.0,14529.95,14529.95,0,0
2021-05-03T10:20:00+0530,14529.35,14530.0,14513.85,14518.35,0,0
2021-05-03T10:21:00+0530,14518.0,14524.95,14517.35,14524.8,0,0
2021-05-03T10:22:00+0530,14524.35,14527.35,14521.0,14527.35,0,0
2021-05-03T10:23:00+0530,14527.15,14532.2,14526.0,14527.85,0,0
2021-05-03T10:24:00+0530,14527.6,14527.8,14521.25,14523.15,0,0
2021-05-03T10:25:00+0530,14522.65,14530.2,14512.75,14513.8,0,0
2021-05-03T10:26:00+0530,14513.35,14524.35,14513.35,14522.9,0,0
2021-05-03T10:27:00+0530,14522.65,14527.85,14520.5,14522.75,0,0
2021-05-03T10:28:00+0530,14523.05,14531.2,14523.05,14527.4,0,0
2021-05-03T10:29:00+0530,14528.15,14531.05,14525.75,14528.9,0,0
2021-05-03T10:30:00+0530,14528.6,14533.55,14524.2,14525.3,0,0
2021-05-03T10:31:00+0530,14525.35,14526.95,14519.3,14526.95,0,0
2021-05-03T10:32:00+0530,14526.4,14531.6,14526.4,14530.35,0,0
2021-05-03T10:33:00+0530,14529.85,14539.1,14528.95,14538.1,0,0
2021-05-03T10:34:00+0530,14538.1,14538.1,14533.3,14537.6,0,0
2021-05-03T10:35:00+0530,14538.05,14538.6,14529.75,14530.4,0,0
2021-05-03T10:36:00+0530,14530.6,14537.75,14529.9,14537.5,0,0
2021-05-03T10:37:00+0530,14538.05,14540.3,14536.15,14539.0,0,0
2021-05-03T10:38:00+0530,14539.9,14555.4,14539.45,14547.9,0,0
2021-05-03T10:39:00+0530,14548.0,14568.2,14546.85,14564.1,0,0
2021-05-03T10:40:00+0530,14565.95,14576.45,14563.55,14574.65,0,0
2021-05-03T10:41:00+0530,14574.35,14575.1,14565.8,14569.0,0,0
