0,1,2,3,4,5,6,7,8
23.04.21 09:45:59,15625.10,15625.10,15625.10,15625.10,200,0,15625.10,15760.00
23.04.21 10:10:59,15292.75,15292.75,15292.75,15292.75,40,200,15569.70,15520.00
23.04.21 10:32:59,15010.05,15010.05,15010.05,15010.05,40,240,15489.75,15800.00
23.04.21 10:59:59,15346.40,15346.40,15346.40,15346.40,40,200,15471.83,16280.00
23.04.21 11:11:59,15399.90,15399.90,15399.90,15399.90,40,240,15463.84,16480.00
23.04.21 11:26:59,15400.80,15400.80,15400.80,15400.80,80,240,15452.39,16320.00
23.04.21 11:29:59,15401.70,15401.70,15401.70,15401.70,40,320,15448.17,16480.00
23.04.21 11:30:59,15401.05,15401.05,15401.00,15401.00,80,360,15441.43,16720.00
26.04.21 13:36:59,15649.95,15649.95,15649.95,15649.95,40,360,15649.95,18000.00
26.04.21 15:03:59,15499.85,15499.85,15499.85,15499.85,40,360,15574.90,18000.00
26.04.21 15:09:59,15499.90,15499.90,15499.90,15499.90,40,400,15549.90,18040.00
26.04.21 15:30:00,15599.90,15599.90,15351.10,15599.90,80,360,15520.14,17760.00
27.04.21 09:16:59,15693.25,15693.25,15693.25,15693.25,40,320,15693.25,17720.00
27.04.21 09:24:59,15411.15,15411.15,15411.15,15411.15,40,320,15552.20,17920.00
27.04.21 09:38:59,15411.20,15411.20,15411.20,15411.20,40,320,15505.20,18120.00
27.04.21 10:09:59,15515.75,15515.75,15515.75,15515.75,40,360,15507.83,18000.00
27.04.21 10:11:59,15515.95,15515.95,15515.95,15515.95,160,360,15511.88,18280.00
27.04.21 10:18:59,15515.95,15515.95,15515.95,15515.95,40,560,15512.33,18480.00
27.04.21 10:30:59,15513.05,15513.05,15513.05,15513.05,40,600,15512.40,18600.00
27.04.21 11:09:59,15548.00,15548.00,15548.00,15548.00,80,600,15518.33,18720.00
27.04.21 12:00:59,15568.00,15568.00,15568.00,15568.00,40,560,15522.15,18320.00
27.04.21 13:07:59,15560.90,15560.90,15560.90,15560.90,40,520,15524.92,18080.00
27.04.21 15:20:59,15642.15,15642.15,15642.15,15642.15,40,480,15532.74,19760.00
27.04.21 15:23:59,15552.35,15552.35,15552.35,15552.35,40,520,15533.96,19760.00
27.04.21 15:27:59,15699.95,15699.95,15699.80,15699.80,80,520,15552.40,19760.00
27.04.21 15:30:00,15650.00,15650.00,15600.00,15600.00,120,480,15563.96,19520.00
28.04.21 10:39:59,15793.20,15793.20,15793.20,15793.20,80,520,15793.20,19320.00
28.04.21 10:44:59,15800.00,15800.00,15800.00,15800.00,40,520,15795.46,19360.00
28.04.21 10:48:59,15899.85,15899.85,15899.85,15899.85,40,480,15821.56,19240.00
28.04.21 11:08:59,15776.45,15776.45,15776.45,15776.45,40,480,15812.54,19040.00
28.04.21 11:55:59,15885.10,15885.10,15790.80,15790.80,80,480,15819.80,18240.00
28.04.21 12:49:59,15974.40,15974.40,15974.40,15974.40,40,480,15839.12,19880.00
28.04.21 13:22:59,16069.35,16069.35,16069.35,16069.35,40,480,15864.70,20160.00
28.04.21 13:45:59,16049.90,16049.90,16049.90,16049.90,40,480,15883.22,20280.00
28.04.21 13:47:59,16000.50,16169.95,16000.50,16169.95,80,480,15916.89,20280.00
28.04.21 13:48:59,16004.95,16004.95,16004.95,16004.95,40,480,15923.66,20320.00
28.04.21 14:16:59,16000.00,16000.00,16000.00,16000.00,40,480,15929.11,20040.00
28.04.21 15:30:00,16174.35,16174.40,16174.35,16174.35,80,520,15959.77,21520.00
29.04.21 09:15:59,16499.35,16499.35,16499.35,16499.35,40,560,16499.35,21840.00
29.04.21 09:24:59,16101.05,16101.05,16101.05,16101.05,40,560,16300.20,21400.00
29.04.21 09:26:59,16429.45,16429.45,16429.45,16429.45,40,560,16343.28,21560.00
29.04.21 09:27:59,16200.05,16427.30,16200.05,16427.30,80,560,16331.44,21560.00
29.04.21 09:42:59,16294.50,16294.50,16294.50,16294.50,40,560,16325.28,24880.00
29.04.21 09:49:59,16101.05,16101.05,16101.05,16101.05,40,560,16293.25,25200.00
29.04.21 09:55:59,16101.00,16101.00,16101.00,16101.00,80,560,16252.08,24840.00
29.04.21 09:56:59,16299.95,16299.95,16120.00,16120.00,80,520,16244.42,24800.00
29.04.21 09:57:59,16050.00,16050.00,16050.00,16050.00,80,520,16214.51,24800.00
29.04.21 10:29:59,16030.75,16174.75,16030.75,16174.75,80,480,16199.61,24680.00
29.04.21 10:33:59,16056.40,16056.40,16056.40,16056.40,40,480,16190.66,24720.00
29.04.21 10:38:59,16040.00,16040.00,16040.00,16040.00,40,480,16181.80,24760.00
29.04.21 10:48:59,16000.00,16000.00,16000.00,16000.00,40,480,16171.70,24920.00
29.04.21 10:51:59,15602.60,15602.60,15602.60,15602.60,40,520,16141.74,25000.00
29.04.21 11:15:59,15974.95,15974.95,15974.95,15974.95,40,520,16133.40,23600.00
29.04.21 11:23:59,15900.50,15900.50,15900.50,15900.50,40,560,16122.31,23680.00
29.04.21 11:26:59,16087.45,16087.45,16087.45,16087.45,40,600,16120.73,23760.00
29.04.21 11:27:59,16099.90,16099.90,16099.90,16099.90,40,560,16119.82,23680.00
29.04.21 11:28:59,16101.00,16101.00,16101.00,16101.00,80,560,16118.32,23680.00
29.04.21 11:46:59,16090.60,16090.60,16090.60,16090.60,40,560,16117.25,23960.00
29.04.21 12:06:59,16102.15,16102.15,16102.15,16102.15,40,560,16116.69,24400.00
29.04.21 13:28:59,16379.95,16379.95,16379.95,16379.95,40,600,16126.09,23360.00
29.04.21 13:29:59,16150.00,16150.00,16150.00,16150.00,40,600,16126.92,23360.00
29.04.21 13:50:59,16160.00,16160.00,16160.00,16160.00,80,600,16129.05,23360.00
29.04.21 13:52:59,16160.00,16160.00,16160.00,16160.00,80,600,16130.93,23200.00
29.04.21 14:49:59,16113.55,16123.80,16113.55,16123.80,80,600,16130.23,22880.00
29.04.21 14:50:59,16122.70,16122.70,16122.70,16122.70,40,600,16130.02,22880.00
29.04.21 14:51:59,16121.15,16121.15,16121.15,16121.15,40,600,16129.78,22720.00
29.04.21 14:53:59,15961.05,15961.05,15961.05,15961.05,40,760,16125.34,22880.00
29.04.21 15:05:59,16082.80,16082.80,16082.80,16082.80,40,720,16124.25,21880.00
29.04.21 15:15:59,16000.00,16000.00,16000.00,16000.00,480,720,16096.71,22360.00
29.04.21 15:18:59,16061.70,16061.70,16050.00,16050.00,120,1120,16094.55,22480.00
29.04.21 15:19:59,16050.05,16065.00,16050.05,16063.00,360,1120,16089.68,22560.00
29.04.21 15:20:59,16065.00,16065.00,16065.00,16065.00,80,1120,16088.92,22560.00
29.04.21 15:30:00,16073.85,16073.85,16071.70,16071.70,120,1040,16087.58,23040.00
30.04.21 09:15:59,15774.35,15774.35,15774.35,15774.35,40,1040,15774.35,10960.00
30.04.21 09:17:59,15816.60,15816.60,15810.00,15810.00,80,1080,15800.31,11080.00
30.04.21 09:18:59,15800.50,15800.50,15800.50,15800.50,40,1080,15800.36,11080.00
30.04.21 09:20:59,15756.00,15756.00,15756.00,15756.00,40,1120,15791.49,11440.00
30.04.21 09:23:59,15760.00,15760.00,15760.00,15760.00,40,1160,15786.24,11520.00
30.04.21 09:27:59,15764.95,15765.00,15764.95,15765.00,120,1200,15779.15,11640.00
30.04.21 09:28:59,15767.40,15767.40,15767.40,15767.40,40,1200,15777.97,11640.00
30.04.21 09:29:59,15819.10,15819.10,15819.10,15819.10,80,1200,15782.40,11720.00
30.04.21 09:40:59,15883.15,15883.15,15883.15,15883.15,40,1320,15790.15,12040.00
30.04.21 09:41:59,15880.00,15895.05,15880.00,15895.00,360,1280,15831.00,11960.00
30.04.21 09:42:59,15882.00,15882.00,15865.10,15865.10,240,1280,15839.50,11960.00
30.04.21 09:45:59,15909.35,16000.00,15909.35,15909.35,760,1480,15885.85,12360.00
30.04.21 09:48:59,15881.20,15881.20,15881.20,15881.20,40,1360,15885.75,12720.00
30.04.21 09:53:59,15881.20,15881.20,15881.15,15881.15,200,1360,15885.32,13080.00
30.04.21 09:55:59,15820.60,15820.60,15820.60,15820.60,40,1560,15884.12,13440.00
30.04.21 09:56:59,15819.80,15819.80,15819.80,15819.80,40,1560,15882.95,13440.00
30.04.21 09:58:59,15860.00,15860.00,15860.00,15860.00,80,1480,15882.14,13400.00
30.04.21 10:01:59,15873.65,15876.45,15865.00,15865.00,400,1440,15880.67,13320.00
30.04.21 10:03:59,15840.00,15840.00,15840.00,15840.00,80,1640,15879.85,13720.00
30.04.21 10:10:59,15801.10,15801.10,15799.00,15799.00,120,1720,15876.54,14360.00
30.04.21 10:29:59,15913.95,15913.95,15799.05,15799.05,80,1800,15876.00,15840.00
30.04.21 10:43:59,15895.55,15895.55,15892.70,15892.70,80,1800,15876.48,16000.00
