0,1,2,3,4,5,6,7,8
30.04.21 09:45:59,15999.90,15999.90,15999.90,15999.90,40,0,15999.90,12360.00
30.04.21 09:48:59,15901.00,15901.00,15901.00,15901.00,40,40,15950.45,12720.00
03.05.21 10:50:59,15523.35,15548.40,15523.35,15541.25,160,40,15534.11,22280.00
03.05.21 11:39:59,15457.65,15457.65,15457.65,15457.65,80,80,15508.63,20760.00
03.05.21 11:41:59,15457.65,15457.65,15457.65,15457.65,40,80,15501.35,20760.00
03.05.21 13:02:59,15500.00,15500.00,15500.00,15500.00,80,200,15501.05,26160.00
03.05.21 13:21:59,15375.00,15375.00,15351.00,15351.00,80,200,15475.95,26960.00
03.05.21 13:25:59,15423.90,15423.90,15423.90,15423.90,40,280,15471.61,27320.00
03.05.21 14:30:59,15541.20,15541.20,15541.20,15541.20,40,240,15476.96,27400.00
03.05.21 15:05:59,15605.40,15605.40,15605.40,15605.40,40,200,15486.13,28280.00
03.05.21 15:30:00,15697.65,15697.65,15697.65,15697.65,40,200,15500.24,29880.00
04.05.21 10:35:59,15698.75,15698.75,15698.75,15698.75,40,160,15698.75,32240.00
04.05.21 11:03:59,15724.90,15724.90,15724.90,15724.90,40,160,15711.82,34160.00
04.05.21 13:05:59,15651.00,15651.00,15651.00,15651.00,80,160,15681.42,36480.00
04.05.21 13:11:59,15649.15,15649.15,15649.15,15649.15,40,160,15674.97,36640.00
04.05.21 13:29:59,15624.90,15624.90,15624.90,15624.90,40,200,15666.62,36840.00
04.05.21 15:30:00,15429.35,15429.35,15429.35,15429.35,40,160,15632.72,37800.00
05.05.21 10:04:59,15401.10,15401.10,15401.10,15401.10,40,160,15401.10,38120.00
05.05.21 12:53:59,15581.60,15581.60,15581.60,15581.60,40,200,15491.35,41720.00
05.05.21 12:54:59,15599.90,15599.90,15599.90,15599.90,40,200,15527.53,41760.00
05.05.21 15:30:00,15707.30,15707.30,15707.30,15707.30,40,160,15572.47,45600.00
06.05.21 09:39:59,15714.95,15714.95,15714.95,15714.95,40,120,15714.95,46160.00
06.05.21 10:13:59,15625.00,15625.00,15625.00,15625.00,40,160,15669.97,110360.00
06.05.21 10:17:59,15611.00,15611.00,15611.00,15611.00,40,160,15650.31,110120.00
06.05.21 10:21:59,15602.65,15607.90,15602.65,15607.90,80,160,15632.30,110040.00
06.05.21 11:45:59,15599.95,15600.00,15599.95,15600.00,80,160,15623.06,82520.00
06.05.21 15:00:59,15625.00,15625.00,15625.00,15625.00,40,240,15623.30,67520.00
06.05.21 15:22:59,15707.20,15707.20,15707.20,15707.20,40,240,15632.62,66840.00
06.05.21 15:26:59,15719.00,15719.00,15719.00,15719.00,40,280,15641.26,66920.00
06.05.21 15:30:00,15728.50,15728.50,15690.10,15690.10,80,320,15652.60,66880.00
07.05.21 09:16:59,15780.00,15780.00,15780.00,15780.00,40,320,15780.00,25520.00
07.05.21 09:21:59,15869.95,15869.95,15869.95,15869.95,40,280,15824.97,25680.00
07.05.21 09:26:59,15825.00,15825.00,15825.00,15825.00,40,320,15824.98,25720.00
07.05.21 09:43:59,15830.00,15830.00,15830.00,15830.00,40,320,15826.23,25880.00
07.05.21 09:49:59,15830.00,15830.00,15830.00,15830.00,40,360,15826.99,25840.00
