0,1,2,3,4,5,6,7,8
30.04.21 09:16:59,33361.95,33380.05,33301.40,33301.40,200,0,33348.49,1397275.00
30.04.21 09:17:59,33365.00,33414.80,33365.00,33414.80,50,200,33356.77,1426525.00
30.04.21 09:18:59,33390.00,33403.05,33365.00,33403.05,125,200,33368.04,1426525.00
30.04.21 09:19:59,33387.65,33387.65,33377.70,33377.70,50,200,33369.76,1426525.00
30.04.21 09:20:59,33360.00,33360.00,33300.00,33300.00,125,450,33356.69,1459325.00
30.04.21 09:22:59,33302.00,33302.00,33302.00,33302.00,25,450,33354.31,1459325.00
30.04.21 09:23:59,33377.70,33377.70,33324.30,33324.30,75,500,33354.96,1471925.00
30.04.21 09:24:59,33300.00,33300.00,33300.00,33300.00,150,500,33344.65,1471925.00
30.04.21 09:25:59,33300.00,33300.00,33300.00,33300.00,50,500,33342.03,1471925.00
30.04.21 09:26:59,33300.00,33300.00,33300.00,33300.00,25,500,33340.83,1497100.00
30.04.21 09:27:59,33335.85,33450.00,33335.85,33450.00,100,650,33344.48,1497250.00
30.04.21 09:28:59,33450.00,33450.00,33431.05,33450.00,175,650,33358.89,1497250.00
30.04.21 09:29:59,33465.00,33480.05,33450.00,33450.00,275,800,33379.19,1493400.00
30.04.21 09:30:59,33460.00,33510.00,33460.00,33497.15,275,800,33397.83,1493400.00
30.04.21 09:31:59,33473.70,33473.70,33431.10,33431.10,300,800,33406.60,1493400.00
30.04.21 09:33:59,33400.60,33401.25,33400.60,33401.25,75,1425,33406.40,1493650.00
30.04.21 09:34:59,33480.00,33493.95,33471.45,33493.95,325,1425,33416.52,1493650.00
30.04.21 09:35:59,33490.00,33490.00,33490.00,33490.00,25,1725,33417.28,1499375.00
30.04.21 09:36:59,33556.85,33556.85,33510.00,33510.00,225,1725,33428.51,1499375.00
30.04.21 09:37:59,33510.00,33510.00,33510.00,33510.00,25,1725,33429.27,1499375.00
30.04.21 09:39:59,33610.65,33610.65,33610.65,33610.65,25,1950,33430.95,1504025.00
30.04.21 09:40:59,33590.00,33590.00,33580.55,33580.55,700,1950,33463.60,1504025.00
30.04.21 09:41:59,33620.00,33620.00,33620.00,33620.00,25,1250,33464.74,1510175.00
30.04.21 09:42:59,33601.00,33601.00,33553.55,33553.55,100,1250,33468.12,1510175.00
30.04.21 09:43:59,33565.10,33592.85,33565.10,33592.85,75,1250,33470.43,1510175.00
30.04.21 09:44:59,33601.00,33601.00,33590.00,33590.00,150,1325,33475.28,1508625.00
30.04.21 09:45:59,33650.00,33670.00,33650.00,33670.00,50,1325,33477.71,1508625.00
30.04.21 09:46:59,33664.20,33664.20,33664.20,33664.20,25,1325,33478.93,1508625.00
30.04.21 09:48:59,33650.00,33650.00,33650.00,33650.00,75,1400,33482.22,1522800.00
30.04.21 09:49:59,33650.00,33650.00,33650.00,33650.00,150,1400,33488.44,1522800.00
30.04.21 09:50:59,33650.00,33650.00,33650.00,33650.00,25,1350,33489.43,1523775.00
30.04.21 09:51:59,33650.00,33650.00,33650.00,33650.00,25,1350,33490.41,1523775.00
30.04.21 09:52:59,33651.00,33651.00,33651.00,33651.00,25,1350,33491.38,1523775.00
30.04.21 09:53:59,33570.00,33570.00,33570.00,33570.00,25,1375,33491.85,1522650.00
30.04.21 09:55:59,33560.00,33560.00,33560.00,33560.00,25,1375,33492.26,1522650.00
30.04.21 09:56:59,33562.60,33562.60,33562.60,33562.60,25,0,33492.68,
30.04.21 09:57:59,33565.00,33565.00,33565.00,33565.00,25,1400,33493.11,1523075.00
30.04.21 09:58:59,33576.10,33576.10,33576.10,33576.10,75,1400,33494.55,1523075.00
30.04.21 10:00:59,33617.50,33617.50,33617.50,33617.50,25,1350,33495.27,1524150.00
30.04.21 10:02:59,33643.80,33643.80,33643.80,33643.80,25,1375,33496.12,1526125.00
30.04.21 10:06:59,33565.00,33565.00,33510.00,33510.00,125,1375,33496.94,1524700.00
30.04.21 10:07:59,33505.00,33505.00,33505.00,33505.00,25,1375,33496.98,1524700.00
30.04.21 10:08:59,33535.00,33535.00,33535.00,33535.00,50,1375,33497.40,1520000.00
30.04.21 10:09:59,33478.00,33478.00,33478.00,33478.00,25,1500,33497.29,1520125.00
30.04.21 10:10:59,33414.00,33414.00,33414.00,33414.00,75,1500,33496.34,1520125.00
30.04.21 10:11:59,33420.00,33431.90,33411.00,33411.00,275,1550,33492.48,1506925.00
30.04.21 10:12:59,33400.00,33411.00,33400.00,33411.00,150,1550,33489.85,1506925.00
30.04.21 10:13:59,33450.00,33450.00,33450.00,33450.00,175,1550,33488.52,1506925.00
30.04.21 10:16:59,33505.10,33505.10,33505.10,33505.10,50,1875,33488.68,1504675.00
30.04.21 10:19:59,33511.60,33511.60,33511.60,33511.60,100,1875,33489.10,1504300.00
30.04.21 10:21:59,33512.40,33512.40,33512.40,33512.40,25,1900,33489.21,1505825.00
30.04.21 10:24:59,33524.00,33524.00,33524.00,33524.00,25,1875,33489.37,1507150.00
30.04.21 10:25:59,33520.00,33580.00,33520.00,33580.00,75,1875,33490.18,1507150.00
30.04.21 10:26:59,33561.10,33561.10,33561.10,33561.10,300,1875,33494.49,1501625.00
30.04.21 10:28:59,33575.00,33575.00,33575.00,33575.00,25,1875,33494.83,1501625.00
30.04.21 10:29:59,33583.10,33583.10,33583.10,33583.10,25,1875,33495.21,1499425.00
30.04.21 10:32:59,33611.00,33611.00,33600.00,33600.00,50,1875,33496.14,1498150.00
30.04.21 10:34:59,33600.00,33600.00,33600.00,33600.00,50,1875,33497.01,1498250.00
30.04.21 10:36:59,33600.00,33600.00,33600.00,33600.00,175,1850,33499.94,1501500.00
30.04.21 10:37:59,33609.75,33609.75,33609.75,33609.75,25,1850,33500.39,1501500.00
30.04.21 10:38:59,33590.00,33590.00,33590.00,33590.00,25,1875,33500.75,1503875.00
30.04.21 10:40:59,33568.95,33568.95,33568.95,33568.95,25,1875,33501.02,1503875.00
30.04.21 10:42:59,33625.00,33650.00,33625.00,33650.00,75,1900,33502.69,1500125.00
30.04.21 10:43:59,33707.95,33707.95,33707.95,33707.95,25,1900,33503.51,1500125.00
30.04.21 10:44:59,33690.35,33690.35,33690.35,33690.35,25,0,33504.24,
30.04.21 10:46:59,33690.00,33690.00,33690.00,33690.00,25,1975,33504.97,1512075.00
30.04.21 10:47:59,33666.50,33687.70,33666.50,33687.70,225,1975,33511.12,1517750.00
30.04.21 10:49:59,33650.00,33650.00,33650.00,33650.00,25,1975,33511.64,1517675.00
30.04.21 10:51:59,33671.65,33671.65,33671.65,33671.65,25,2175,33512.24,1517575.00
30.04.21 10:53:59,33675.00,33675.00,33672.00,33672.00,50,2175,33513.45,1519825.00
30.04.21 10:56:59,33700.00,33700.00,33700.00,33700.00,50,2175,33514.83,1528400.00
30.04.21 10:58:59,33744.00,33744.00,33744.00,33744.00,200,2175,33521.41,1528400.00
30.04.21 11:00:59,33753.15,33753.15,33751.00,33751.00,50,2375,33523.06,1531275.00
30.04.21 11:01:59,33721.60,33721.60,33720.00,33720.00,50,2375,33524.46,1531275.00
30.04.21 11:04:59,33680.00,33680.00,33680.00,33680.00,25,2325,33525.01,1532700.00
30.04.21 11:05:59,33667.70,33667.70,33667.70,33667.70,75,2325,33526.51,1531600.00
30.04.21 11:06:59,33650.00,33650.00,33650.00,33650.00,100,2400,33528.21,1531675.00
30.04.21 11:07:59,33650.00,33650.00,33650.00,33650.00,25,2400,33528.63,1531675.00
30.04.21 11:09:59,33726.25,33726.25,33726.25,33726.25,100,2500,33531.31,1532400.00
30.04.21 11:16:59,33639.70,33639.70,33639.70,33639.70,500,2550,33539.20,1536500.00
30.04.21 11:17:59,33660.00,33660.00,33660.00,33660.00,25,2550,33539.58,1535250.00
30.04.21 11:19:59,33650.70,33650.70,33650.70,33650.70,25,2125,33539.93,1534925.00
30.04.21 11:21:59,33606.00,33606.00,33606.00,33606.00,25,2150,33540.14,1537500.00
30.04.21 11:25:59,33602.00,33602.00,33590.00,33590.00,50,2150,33540.49,1538575.00
30.04.21 11:26:59,33544.20,33550.00,33544.20,33550.00,50,2200,33540.53,1532550.00
30.04.21 11:27:59,33560.05,33560.05,33560.05,33560.05,400,2200,33541.35,1532550.00
30.04.21 11:29:59,33560.00,33560.00,33560.00,33560.00,25,2200,33541.40,1530850.00
30.04.21 11:32:59,33590.00,33590.00,33588.15,33588.15,425,2575,33543.59,1535550.00
30.04.21 11:35:59,33518.75,33518.75,33500.00,33500.00,275,2975,33542.70,1528800.00
30.04.21 11:39:59,33500.00,33500.00,33500.00,33500.00,25,3050,33542.58,1529100.00
30.04.21 11:40:59,33450.00,33450.00,33450.00,33450.00,25,3050,33542.33,1529100.00
30.04.21 11:41:59,33449.00,33449.00,33449.00,33449.00,25,3050,33542.08,1533175.00
30.04.21 11:42:59,33440.10,33440.10,33440.10,33440.10,25,3125,33541.81,1533250.00
30.04.21 11:55:59,33580.00,33580.00,33580.00,33580.00,50,3125,33542.01,1545100.00
30.04.21 11:59:59,33550.00,33550.00,33550.00,33550.00,25,3100,33542.03,1544650.00
30.04.21 12:00:59,33550.00,33550.00,33550.00,33550.00,25,3125,33542.05,1544675.00
30.04.21 12:01:59,33560.00,33560.00,33560.00,33560.00,300,3125,33542.61,1544650.00
30.04.21 12:07:59,33606.40,33606.40,33606.40,33606.40,25,2925,33542.77,1550050.00
30.04.21 12:09:59,33591.55,33591.55,33591.55,33591.55,25,2925,33542.90,1546475.00
30.04.21 12:10:59,33526.00,33526.00,33520.00,33520.00,50,2925,33542.80,1546475.00
30.04.21 12:11:59,33520.00,33520.00,33520.00,33520.00,25,2925,33542.74,1559075.00
30.04.21 12:13:59,33500.00,33500.00,33500.00,33500.00,75,2975,33542.42,1559000.00
30.04.21 12:20:59,33565.00,33565.00,33565.00,33565.00,25,3050,33542.47,1562925.00
30.04.21 12:25:59,33575.00,33575.00,33575.00,33575.00,75,3050,33542.72,1568975.00
30.04.21 12:32:59,33571.95,33571.95,33571.95,33571.95,25,3025,33542.79,1568875.00
30.04.21 12:38:59,33566.00,33566.00,33566.00,33566.00,25,3025,33542.85,1572000.00
30.04.21 12:41:59,33570.00,33570.00,33570.00,33570.00,25,3050,33542.92,1573350.00
30.04.21 12:44:59,33570.00,33570.00,33570.00,33570.00,100,3025,33543.18,1574325.00
30.04.21 12:51:59,33500.00,33500.00,33500.00,33500.00,25,3025,33543.08,1572950.00
30.04.21 12:56:59,33550.00,33550.00,33550.00,33550.00,25,3050,33543.09,1574625.00
30.04.21 12:57:59,33575.00,33575.00,33575.00,33575.00,25,3050,33543.17,1574675.00
30.04.21 13:00:59,33556.00,33556.00,33556.00,33556.00,25,3025,33543.20,1576525.00
30.04.21 13:09:59,33490.00,33490.00,33490.00,33490.00,25,3050,33543.07,1580775.00
30.04.21 13:10:59,33450.00,33450.00,33360.00,33360.00,300,3050,33539.00,1580775.00
30.04.21 13:11:59,33357.40,33370.00,33357.40,33370.00,75,3050,33537.76,1580775.00
30.04.21 13:18:59,33402.50,33402.50,33402.50,33402.50,25,3300,33537.45,1575900.00
30.04.21 13:20:59,33380.00,33380.00,33370.00,33370.00,75,3300,33536.32,1575950.00
30.04.21 13:23:59,33391.10,33391.40,33383.75,33383.75,100,3400,33534.97,1582250.00
30.04.21 13:24:59,33370.00,33386.35,33370.00,33380.85,100,3425,33533.52,1578200.00
30.04.21 13:28:59,33380.00,33380.00,33380.00,33380.00,25,3425,33533.17,1577000.00
30.04.21 13:29:59,33350.00,33350.00,33341.10,33341.10,75,3425,33531.91,1577000.00
30.04.21 13:30:59,33341.10,33341.10,33341.10,33341.10,25,3450,33531.48,1581750.00
30.04.21 13:31:59,33341.10,33341.10,33341.10,33341.10,25,3450,33531.05,1581750.00
30.04.21 13:32:59,33325.00,33325.00,33304.80,33314.80,125,3450,33528.61,1581750.00
30.04.21 13:36:59,33400.00,33400.00,33400.00,33400.00,125,3475,33527.19,1544925.00
30.04.21 13:38:59,33400.00,33400.00,33400.00,33400.00,25,3475,33526.92,1544925.00
30.04.21 13:43:59,33334.20,33334.20,33300.00,33300.00,350,3375,33520.24,1533200.00
30.04.21 13:44:59,33214.25,33214.25,33214.25,33214.25,100,3375,33517.88,1533200.00
30.04.21 13:45:59,33216.25,33216.25,33214.25,33214.25,50,3375,33516.60,1527250.00
30.04.21 13:48:59,33291.00,33291.00,33289.45,33289.45,125,3625,33514.24,1512475.00
30.04.21 13:49:59,33289.45,33289.45,33289.45,33289.45,50,3625,33513.31,1512475.00
30.04.21 13:52:59,33206.15,33206.15,33200.00,33200.00,75,3625,33511.38,1509125.00
30.04.21 13:58:59,33264.65,33264.65,33264.65,33264.65,25,3650,33510.88,1524125.00
30.04.21 13:59:59,33264.65,33300.00,33264.65,33295.35,75,3650,33509.50,1524125.00
30.04.21 14:00:59,33220.00,33220.00,33150.00,33150.00,100,3700,33506.87,1532650.00
30.04.21 14:01:59,33153.90,33153.90,33121.50,33121.50,75,3700,33504.66,1532650.00
30.04.21 14:02:59,33100.00,33100.00,33100.00,33100.00,50,3700,33503.03,1532650.00
30.04.21 14:04:59,33066.25,33066.25,33060.00,33060.00,50,3850,33501.27,1524450.00
30.04.21 14:05:59,33063.00,33063.00,33063.00,33063.00,25,3850,33500.40,1524450.00
30.04.21 14:06:59,33090.00,33090.00,33070.90,33072.00,150,3900,33495.39,1531775.00
30.04.21 14:07:59,33073.30,33073.30,33073.30,33073.30,25,3900,33494.56,1531775.00
30.04.21 14:12:59,33123.30,33140.00,33123.30,33128.85,175,3950,33489.62,1524475.00
30.04.21 14:13:59,33140.00,33155.25,33140.00,33155.25,50,3950,33488.30,1524300.00
30.04.21 14:15:59,33090.00,33090.00,33075.00,33075.00,50,3950,33486.73,1521300.00
30.04.21 14:16:59,33015.85,33015.85,33015.85,33015.85,100,4075,33483.13,1521425.00
30.04.21 14:18:59,33073.70,33073.70,33073.70,33073.70,25,4075,33482.35,1515125.00
30.04.21 14:21:59,33125.00,33125.00,33125.00,33125.00,25,4100,33481.67,1517475.00
30.04.21 14:37:59,33164.65,33164.65,33164.65,33164.65,50,4125,33480.47,1515525.00
30.04.21 14:38:59,33164.65,33164.65,33164.65,33164.65,25,4125,33479.87,1515525.00
30.04.21 14:42:59,33235.50,33288.40,33235.50,33288.40,125,4200,33477.90,1493350.00
30.04.21 14:43:59,33209.60,33209.60,33209.60,33209.60,50,4150,33476.92,1493300.00
30.04.21 14:51:59,33170.00,33170.00,33170.00,33170.00,25,4125,33476.35,1485275.00
