0,1,2,3,4,5,6,7,8,9
26.03.21 09:41:59,120.25,120.25,120.25,120.25,80,0,120.25,116.00,116.65
26.03.21 09:42:59,119.00,119.00,116.65,119.00,200,0,119.02,120.05,122.05
26.03.21 09:44:59,119.65,123.05,118.40,122.15,360,320,120.16,121.80,122.45
26.03.21 09:45:59,123.70,125.25,123.55,123.95,400,320,121.78,120.70,123.50
26.03.21 09:47:59,116.65,116.65,116.65,116.65,40,1040,121.59,116.30,116.70
26.03.21 09:48:59,110.45,110.45,109.45,110.35,120,1040,120.44,110.40,113.80
26.03.21 09:52:59,113.40,113.40,113.40,113.40,40,1120,120.21,111.20,112.55
26.03.21 09:53:59,111.00,111.00,111.00,111.00,40,1120,119.92,116.05,117.95
26.03.21 09:54:59,122.00,122.00,122.00,122.00,80,1120,120.04,117.95,120.05
26.03.21 09:56:59,113.40,113.40,113.40,113.40,80,1120,119.67,112.65,114.05
26.03.21 10:00:59,106.95,106.95,106.95,106.95,40,1120,119.33,104.60,107.20
26.03.21 10:01:59,106.90,106.90,106.90,106.90,40,1120,119.00,105.90,107.15
26.03.21 10:11:59,105.05,105.05,103.05,103.05,80,1080,118.26,104.75,106.25
26.03.21 10:13:59,105.50,105.50,104.45,104.50,160,1080,117.04,103.30,104.75
26.03.21 10:14:59,102.80,102.80,102.80,102.80,40,1080,116.73,102.65,103.85
26.03.21 10:15:59,99.50,99.50,91.90,91.90,560,1080,111.90,91.50,92.40
26.03.21 10:17:59,96.85,96.90,95.15,95.25,840,1080,107.63,97.00,97.30
26.03.21 10:18:59,97.00,97.05,95.40,95.80,600,1360,105.86,95.55,96.50
26.03.21 10:19:59,95.55,96.80,94.70,96.80,480,1360,104.71,97.95,100.25
26.03.21 10:21:59,95.95,96.15,93.25,94.85,240,1560,104.17,93.75,95.80
26.03.21 10:27:59,95.00,95.00,95.00,95.00,40,1680,104.09,97.60,99.50
26.03.21 10:35:59,100.00,100.00,100.00,100.00,160,1600,103.95,101.25,102.70
26.03.21 10:37:59,103.45,103.45,103.45,103.45,80,1600,103.94,102.40,104.60
26.03.21 10:43:59,94.30,94.30,94.30,94.30,40,1600,103.86,96.45,97.85
26.03.21 10:48:59,99.15,99.15,99.15,99.15,40,1600,103.82,98.00,100.65
26.03.21 10:54:59,98.40,98.40,98.40,98.40,40,1600,103.78,98.95,99.45
26.03.21 10:59:59,104.40,105.95,104.35,105.95,120,1520,103.81,104.70,105.65
26.03.21 11:03:59,105.00,105.00,105.00,105.00,40,1520,103.82,103.55,105.35
26.03.21 11:04:59,102.00,102.00,102.00,102.00,40,1520,103.80,100.60,102.20
26.03.21 11:05:59,95.55,95.55,95.55,95.55,40,1520,103.74,95.00,97.35
26.03.21 11:06:59,98.70,98.70,98.70,98.70,40,1520,103.70,98.10,100.25
26.03.21 11:09:59,98.95,99.40,98.95,99.40,80,1560,103.63,98.30,100.00
26.03.21 11:10:59,100.00,100.00,100.00,100.00,40,1560,103.60,100.45,102.00
26.03.21 11:15:59,104.00,104.00,104.00,104.00,40,1640,103.61,102.35,104.75
26.03.21 11:16:59,105.05,105.05,105.05,105.05,40,1640,103.62,103.85,105.70
26.03.21 11:19:59,98.75,98.75,98.75,98.75,40,1680,103.58,97.90,98.90
26.03.21 11:21:59,107.00,113.00,107.00,109.55,240,1720,103.84,109.05,110.10
26.03.21 11:22:59,106.65,108.10,106.65,108.10,160,1720,103.93,107.30,108.55
26.03.21 11:23:59,105.55,105.55,105.55,105.55,80,1720,103.95,102.90,104.55
26.03.21 11:24:59,104.85,104.85,104.85,104.85,40,1520,103.96,105.60,107.00
26.03.21 11:28:59,100.80,100.80,100.80,100.80,40,1520,103.94,100.10,101.30
26.03.21 11:29:59,100.30,103.50,100.30,103.50,120,1520,103.89,99.65,101.50
26.03.21 11:33:59,101.00,101.00,101.00,101.00,40,1680,103.87,102.75,104.00
26.03.21 11:34:59,102.00,102.00,102.00,102.00,40,1680,103.86,100.70,102.35
26.03.21 11:37:59,93.70,93.70,91.20,91.20,240,1720,103.44,93.55,95.40
26.03.21 11:42:59,93.05,93.05,93.05,93.05,40,1840,103.37,93.30,94.75
26.03.21 11:48:59,97.00,97.00,97.00,97.00,80,1840,103.30,94.30,95.90
26.03.21 11:52:59,92.10,92.10,92.10,92.10,40,1920,103.23,91.70,93.40
