0,1,2,3,4,5,6,7,8,9
12.07.21 10:00:59,734.95,734.95,734.95,734.95,75,0,734.95,699.75,740.00
12.07.21 10:04:59,728.00,728.00,728.00,728.00,75,75,731.47,728.25,736.10
12.07.21 15:16:59,663.25,663.25,663.25,663.25,75,75,708.73,663.40,674.65
12.07.21 15:17:59,663.40,663.40,663.40,663.40,75,0,697.40,656.15,665.25
13.07.21 10:40:59,724.60,724.60,724.60,724.60,75,225,724.60,716.95,740.85
14.07.21 09:16:59,760.70,760.70,760.70,760.70,75,300,760.70,758.50,765.85
14.07.21 09:17:59,759.20,759.20,759.20,759.20,75,300,759.95,730.50,762.15
14.07.21 09:21:59,757.45,757.45,757.45,757.45,150,450,758.70,755.50,762.35
14.07.21 11:40:59,785.30,785.30,785.30,785.30,75,600,764.02,785.90,790.60
14.07.21 12:57:59,817.00,817.00,817.00,817.00,75,600,772.85,814.65,819.95
14.07.21 13:02:59,818.85,818.85,818.85,818.85,75,675,779.42,818.35,823.10
16.07.21 11:03:59,883.70,883.70,883.70,883.70,75,750,883.70,869.55,885.30
16.07.21 14:51:59,895.55,895.55,895.55,895.55,75,750,889.62,879.10,894.70
19.07.21 09:15:59,734.20,734.20,734.20,734.20,75,750,734.20,745.55,774.05
19.07.21 14:43:59,669.40,669.40,669.40,669.40,150,825,691.01,661.00,668.50
20.07.21 09:15:59,689.15,689.15,689.15,689.15,75,750,689.15,674.85,695.30
20.07.21 13:27:59,615.60,615.80,615.60,615.80,150,750,640.18,615.10,621.40
22.07.21 09:36:59,706.10,706.10,706.10,706.10,75,600,706.10,693.75,708.00
22.07.21 09:43:59,699.10,699.10,699.10,699.10,75,675,702.60,700.15,712.80
22.07.21 13:57:59,755.35,755.35,755.35,755.35,450,600,742.16,747.40,756.50
