0,1,2,3,4,5,6,7,8,9
15.04.21 09:35:59,2864.95,2864.95,2864.95,2864.95,25,0,2864.95,2730.30,3024.35
15.04.21 10:02:59,2876.30,2876.30,2876.30,2876.30,25,0,2870.62,2770.05,3007.05
16.04.21 09:22:59,2970.30,2970.30,2970.30,2970.30,25,50,2970.30,2982.55,2995.75
16.04.21 11:04:59,3136.00,3136.00,3108.40,3108.40,100,75,3094.14,3116.85,3144.75
16.04.21 11:06:59,3144.50,3144.50,3144.50,3144.50,100,150,3116.52,3152.40,3173.40
16.04.21 11:16:59,3150.00,3150.00,3150.00,3150.00,75,225,3124.89,3154.45,3175.55
19.04.21 09:15:59,1772.75,1772.75,1772.75,1772.75,25,250,1772.75,1949.20,1978.40
19.04.21 09:16:59,2050.55,2053.55,2050.55,2050.55,75,250,1981.85,2006.30,2030.05
19.04.21 09:18:59,1914.20,1914.20,1914.20,1914.20,25,250,1968.32,1866.05,1884.55
19.04.21 09:19:59,1809.05,1809.05,1809.05,1809.05,25,250,1941.77,1834.95,1853.40
19.04.21 09:20:59,1775.00,1775.00,1775.00,1775.00,50,275,1900.08,1756.40,1776.95
19.04.21 09:22:59,1801.00,1801.00,1801.00,1801.00,125,275,1861.97,1801.00,1811.65
19.04.21 09:23:59,1801.00,1801.00,1801.00,1801.00,75,275,1850.54,1786.30,1794.25
19.04.21 09:26:59,1800.00,1800.00,1800.00,1800.00,100,250,1840.43,1789.55,1798.10
19.04.21 09:28:59,1816.85,1816.85,1816.85,1816.85,100,300,1836.50,1803.80,1821.45
19.04.21 09:30:59,1780.00,1780.00,1725.20,1730.05,2625,325,1761.48,1724.25,1737.60
19.04.21 09:31:59,1727.05,1745.00,1723.20,1732.45,1675,325,1751.35,1729.30,1741.40
19.04.21 09:32:59,1732.70,1742.65,1732.70,1742.65,125,325,1751.06,1739.85,1747.20
19.04.21 09:33:59,1742.65,1742.65,1742.65,1742.65,25,4575,1751.02,1735.95,1745.30
19.04.21 09:36:59,1686.40,1686.40,1634.50,1645.00,250,4575,1746.17,1641.40,1650.20
19.04.21 09:37:59,1644.30,1644.30,1638.40,1642.45,100,4575,1744.23,1663.30,1672.45
19.04.21 09:39:59,1647.80,1647.80,1608.95,1610.00,75,4725,1742.56,1590.50,1596.70
19.04.21 09:40:59,1580.00,1580.00,1580.00,1580.00,500,4725,1728.95,1576.40,1587.35
19.04.21 09:41:59,1580.00,1580.00,1574.75,1579.20,1075,5450,1705.85,1581.20,1598.10
19.04.21 09:42:59,1599.10,1621.60,1599.10,1621.60,150,5450,1703.80,1626.20,1632.15
19.04.21 09:43:59,1618.40,1618.40,1581.55,1605.00,625,5450,1695.58,1588.05,1598.45
19.04.21 09:44:59,1585.95,1586.10,1577.85,1577.85,75,5225,1694.51,1579.95,1589.00
19.04.21 09:45:59,1573.00,1573.00,1541.35,1559.90,225,5225,1690.82,1546.55,1554.75
19.04.21 09:46:59,1536.00,1579.50,1532.85,1579.50,4825,5225,1639.52,1579.80,1592.55
19.04.21 09:47:59,1585.50,1593.20,1567.80,1577.05,1025,10375,1635.14,1592.85,1601.90
