0,1,2,3,4,5,6
2018-02-01T09:15:00+0530,11252.25,11309.3,11252.25,11302.85,0,0
2018-02-01T09:16:00+0530,11302.65,11304.5,11284.95,11284.95,0,0
2018-02-01T09:17:00+0530,11286.95,11292.85,11286.8,11292.7,0,0
2018-02-01T09:18:00+0530,11293.1,11294.5,11281.65,11292.85,0,0
2018-02-01T09:19:00+0530,11293.3,11299.85,11286.7,11290.95,0,0
2018-02-01T09:20:00+0530,11290.0,11295.8,11280.35,11281.35,0,0
2018-02-01T09:21:00+0530,11284.9,11291.65,11283.55,11284.35,0,0
2018-02-01T09:22:00+0530,11285.1,11292.0,11285.1,11289.3,0,0
2018-02-01T09:23:00+0530,11289.6,11292.3,11285.45,11289.85,0,0
2018-02-01T09:24:00+0530,11291.25,11295.15,11288.3,11295.15,0,0
2018-02-01T09:25:00+0530,11294.95,11297.95,11288.0,11297.8,0,0
2018-02-01T09:26:00+0530,11296.45,11296.45,11287.45,11290.9,0,0
2018-02-01T09:27:00+0530,11290.75,11291.9,11286.25,11288.95,0,0
2018-02-01T09:28:00+0530,11289.1,11292.3,11288.7,11291.05,0,0
2018-02-01T09:29:00+0530,11289.35,11290.7,11287.35,11289.75,0,0
2018-02-01T09:30:00+0530,11289.65,11298.1,11289.65,11296.55,0,0
2018-02-01T09:31:00+0530,11297.05,11297.9,11289.35,11295.95,0,0
2018-02-01T09:32:00+0530,11294.95,11295.1,11290.6,11293.3,0,0
2018-02-01T09:33:00+0530,11293.3,11293.85,11286.2,11289.75,0,0
2018-02-01T09:34:00+0530,11289.25,11297.2,11289.05,11293.2,0,0
2018-02-01T09:35:00+0530,11293.75,11298.7,11292.6,11297.55,0,0
2018-02-01T09:36:00+0530,11298.25,11300.95,11297.0,11298.95,0,0
2018-02-01T09:37:00+0530,11299.5,11301.55,11297.85,11299.6,0,0
2018-02-01T09:38:00+0530,11300.1,11300.7,11295.1,11299.3,0,0
2018-02-01T09:39:00+0530,11298.7,11300.7,11297.5,11297.65,0,0
2018-02-01T09:40:00+0530,11297.0,11299.1,11293.15,11296.5,0,0
2018-02-01T09:41:00+0530,11296.65,11298.35,11293.9,11294.45,0,0
2018-02-01T09:42:00+0530,11294.15,11299.4,11294.15,11296.65,0,0
2018-02-01T09:43:00+0530,11296.55,11300.9,11291.2,11292.25,0,0
2018-02-01T09:44:00+0530,11292.4,11293.1,11288.85,11293.0,0,0
2018-02-01T09:45:00+0530,11291.5,11295.65,11290.75,11294.1,0,0
2018-02-01T09:46:00+0530,11294.75,11298.75,11292.65,11297.1,0,0
2018-02-01T09:47:00+0530,11297.5,11302.7,11294.25,11301.95,0,0
2018-02-01T09:48:00+0530,11301.9,11305.25,11298.0,11300.35,0,0
2018-02-01T09:49:00+0530,11300.45,11303.35,11299.5,11301.45,0,0
2018-02-01T09:50:00+0530,11302.3,11306.7,11300.15,11306.7,0,0
2018-02-01T09:51:00+0530,11306.9,11307.45,11300.6,11304.85,0,0
2018-02-01T09:52:00+0530,11304.65,11306.05,11301.35,11303.95,0,0
2018-02-01T09:53:00+0530,11304.4,11309.05,11303.8,11306.85,0,0
