0,1,2,3,4,5,6,7,8
26.02.21 09:15:59,15010.00,15010.00,14895.25,14950.85,600,0,14975.48,10450950.00
26.02.21 09:16:59,14934.85,14950.00,14934.85,14950.00,900,0,14951.99,10450950.00
26.02.21 09:17:59,14902.55,14982.95,14902.55,14982.95,1125,1800,14950.05,10546350.00
26.02.21 09:18:59,14953.00,14988.30,14953.00,14988.30,300,1800,14952.53,10546350.00
26.02.21 09:19:59,14980.00,14980.00,14972.10,14980.00,225,1800,14954.31,10546350.00
26.02.21 09:20:59,14972.10,14972.10,14957.70,14960.00,450,2850,14955.48,10558050.00
26.02.21 09:21:59,14984.00,14998.00,14984.00,14998.00,300,2850,14958.21,10558050.00
26.02.21 09:22:59,15000.00,15000.00,15000.00,15000.00,75,2850,14959.00,10558050.00
26.02.21 09:23:59,15007.30,15007.30,15007.30,15007.30,75,3225,14959.90,10713750.00
26.02.21 09:25:59,15000.00,15024.85,15000.00,15024.85,225,3225,14962.56,10713750.00
26.02.21 09:26:59,15025.00,15025.00,15025.00,15025.00,150,3225,14964.67,10747275.00
26.02.21 09:28:59,15023.90,15032.45,15023.90,15032.45,150,3225,14966.75,10747275.00
26.02.21 09:29:59,15027.65,15027.65,15027.65,15027.65,150,3375,14968.76,10769325.00
26.02.21 09:30:59,15031.60,15033.30,15031.60,15033.30,600,3375,14975.54,10769325.00
26.02.21 09:31:59,15025.00,15025.00,15025.00,15025.00,75,3375,14976.22,10769325.00
26.02.21 09:32:59,15035.00,15044.95,15035.00,15040.75,450,3300,14980.94,10868550.00
26.02.21 09:33:59,15037.80,15037.80,15037.80,15037.80,75,3300,14981.66,10868550.00
26.02.21 09:34:59,15034.95,15036.00,15034.95,15036.00,150,3300,14982.99,10868550.00
26.02.21 09:35:59,15016.85,15016.85,15016.85,15016.85,75,3300,14983.40,10907925.00
26.02.21 09:36:59,15014.35,15014.35,15014.35,15014.35,150,3300,14984.14,10907925.00
